row_id,date,store,product,num_sold,latitude,longitude,zone,official_franchisee,review,area,rent,Working_hrs,Online_availability,Phone-no
75,1/5/2015,Petals,0,423,73.8217,18.49157313,south,No,okay only,1998,48104,8.5,N,9075912223.0
76,1/5/2015,Petals,2,668,73.9272,18.51543426,east,Yes,okay only,2945,41113,8.5,Y,9075912222.0
78,1/5/2015,CMart,0,435,73.8446,18.53106268,north,Yes,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,761,20253,9.0,Y,7928619932.0
79,1/5/2015,CMart,2,671,73.9272,18.51625222,east,Yes,,2282,48314,5.0,Y,7928619938.0
80,1/5/2015,CMart,1,184,73.8652,18.45312336,south,Yes,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",742,10716,9.0,Y,7928619931.0
81,1/5/2015,Petals,0,739,73.8031,18.55996001,north,No,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,2676,58429,8.5,N,9075812333.0
82,1/5/2015,Petals,2,1126,73.8652,,south,No,:),2810,24055,9.5,Y,9075213344.0
83,1/5/2015,Petals,1,310,73.8652,,,No,,1646,14556,10.5,N,9075813344.0
85,1/5/2015,CMart,2,442,73.8446,18.53109915,north,Yes,,2652,35300,8.0,N,9271199932.0
86,1/5/2015,CMart,1,127,73.7699,18.51324366,west,Yes,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",2564,56794,5.5,Y,7720199940.0
87,1/5/2015,Petals,0,512,73.8446,,north,Yes,,2898,30313,9.0,Y,9075913334.0
88,1/5/2015,Petals,2,796,73.8031,18.56052527,north,Yes,,1662,47014,10.0,,9075912333.0
89,1/5/2015,Petals,1,227,73.8652,,south,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",1799,29936,10.0,N,9075913344.0
90,1/6/2015,CMart,0,223,73.8652,18.45272367,south,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",545,18833,7.5,,7720199931.0
92,1/6/2015,CMart,1,99,73.7699,18.51338913,west,No,,1501,43458,5.0,Y,8928619940.0
93,1/6/2015,Petals,0,407,73.8217,18.49146826,south,No,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,2265,47989,8.0,Y,9075112223.0
94,1/6/2015,Petals,2,636,73.9272,18.51539003,east,No,,2199,44055,5.5,Y,9075112222.0
95,1/6/2015,Petals,1,168,73.8652,18.45326521,south,Yes,,1190,18773,9.0,Y,9075113344.0
96,1/6/2015,CMart,0,402,73.8217,18.49111451,south,No,,1008,42017,7.0,Y,8928619946.0
97,1/6/2015,CMart,2,683,73.9272,18.51557698,east,Yes,worst shop,2024,44256,4.5,Y,9271199938.0
99,1/6/2015,Petals,0,681,73.9272,18.51611321,east,No,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,1468,31974,6.5,N,9075212222.0
100,1/6/2015,Petals,2,1131,73.8652,18.4533029,south,No,:),1828,20574,9.5,Y,9075213344.0
101,1/6/2015,Petals,1,306,73.8652,18.45337108,south,Yes,worst shop,681,13585,10.5,N,9075813344.0
102,1/6/2015,CMart,0,256,73.8652,18.4531229,south,Yes,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,2472,27746,8.0,N,9271199931.0
103,1/6/2015,CMart,2,411,73.8217,18.49177449,south,Yes,worst shop,571,42785,6.5,Y,9271199946.0
104,1/6/2015,CMart,1,111,73.7699,,west,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",2580,50755,4.5,Y,9271199940.0
106,1/6/2015,Petals,2,853,73.8031,18.56046179,north,Yes,okayish store but bery rude people,1670,41672,6.5,Y,9075112333.0
107,1/6/2015,Petals,1,206,73.8652,18.45325236,south,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",861,18276,10.0,N,9075913344.0
108,1/7/2015,CMart,0,229,73.8652,18.45249752,south,Yes,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",853,18877,7.5,Y,7720199931.0
109,1/7/2015,CMart,2,342,73.8652,18.45290475,south,Yes,,2555,22403,9.0,Y,7928619931.0
110,1/7/2015,CMart,1,91,73.7699,18.51345282,west,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",1473,46877,5.5,Y,7720199940.0
111,1/7/2015,Petals,0,356,73.8652,18.45270815,south,No,,2397,21450,9.0,Y,9075113344.0
113,1/7/2015,Petals,1,173,73.8652,,south,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",1864,25645,9.5,Y,9075213344.0
114,1/7/2015,CMart,0,371,73.8652,18.4527444,south,No,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,2350,21645,8.0,N,9271199931.0
115,1/7/2015,CMart,2,504,73.8446,18.53106411,north,No,,2384,37673,7.5,Y,7720199932.0
116,1/7/2015,CMart,1,149,73.8652,18.45253445,south,Yes,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",645,17023,7.5,Y,7720199931.0
117,1/7/2015,Petals,0,653,73.9272,18.51618498,east,No,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,1104,32551,6.0,N,9075812222.0
118,1/7/2015,Petals,2,958,73.8652,18.45335519,south,No,:),779,13995,10.5,N,9075813344.0
120,1/7/2015,CMart,0,256,73.8652,18.45265397,south,Yes,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,1064,13536,9.0,Y,7928619931.0
121,1/7/2015,CMart,2,415,73.8217,18.4913285,south,No,worst shop,1215,44162,9.0,N,7720199946.0
122,1/7/2015,CMart,1,119,73.7699,18.51336157,west,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",549,45370,5.0,Y,8928619940.0
123,1/7/2015,Petals,0,442,73.8446,18.5313575,north,No,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,2707,36281,8.0,Y,9075213334.0
124,1/7/2015,Petals,2,689,73.9143,18.56749088,east,Yes,worst shop,1051,30604,8.0,Y,9075992222.0
125,1/7/2015,Petals,1,208,73.8652,18.45309123,south,Yes,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",1962,22100,9.0,Y,9075113344.0
127,1/8/2015,CMart,2,355,73.8652,18.45259543,south,Yes,worst shop,1999,25253,7.5,Y,7720199931.0
128,1/8/2015,CMart,1,93,73.7699,18.5137035,west,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",1356,40914,4.5,Y,9271199940.0
129,1/8/2015,Petals,0,353,73.8652,18.45305105,south,Yes,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,1082,11271,9.5,Y,9075213344.0
130,1/8/2015,Petals,2,581,73.904,18.5460269,east,Yes,worst shop,2817,55122,8.0,N,9075813333.0
131,1/8/2015,Petals,1,163,73.8652,18.45283903,south,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",2253,26899,10.5,N,9075813344.0
132,1/8/2015,CMart,0,361,73.8652,18.45268792,south,No,,2425,21948,9.0,Y,7928619931.0
134,1/8/2015,CMart,1,163,73.8652,18.45305852,south,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",1626,15341,8.0,N,9271199931.0
135,1/8/2015,Petals,0,538,73.904,18.5466056,east,No,,1037,54433,9.0,N,9075913333.0
136,1/8/2015,Petals,2,1004,73.8652,18.45282195,south,No,:),550,14747,10.0,,9075913344.0
137,1/8/2015,Petals,1,263,73.8652,18.4529683,south,No,worst shop,2898,23678,9.0,Y,9075113344.0
138,1/8/2015,CMart,0,259,73.8652,18.45266662,south,No,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,2133,25306,7.5,Y,7720199931.0
139,1/8/2015,CMart,2,402,73.8217,18.49183441,south,Yes,worst shop,2104,45291,7.0,Y,8928619946.0
141,1/8/2015,Petals,0,493,73.8446,18.53154531,north,Yes,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,2121,33871,8.5,N,9075813334.0
142,1/8/2015,Petals,2,723,73.9143,18.56755989,east,No,,2855,43659,5.0,Y,9075102222.0
143,1/8/2015,Petals,1,202,73.8652,18.45322433,south,Yes,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",1975,27051,9.5,Y,9075213344.0
144,1/9/2015,CMart,0,223,73.8652,18.45306551,south,Yes,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",1467,11427,9.0,Y,7928619931.0
145,1/9/2015,CMart,2,344,73.8652,18.45266652,south,Yes,worst shop,2757,24795,8.0,N,9271199931.0
146,1/9/2015,CMart,1,101,73.7699,18.51307494,west,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",2468,54568,5.0,Y,8928619940.0
148,1/9/2015,Petals,2,634,73.9272,18.51573438,east,No,worst shop,2738,45758,8.5,Y,9075912222.0
149,1/9/2015,Petals,1,165,73.8652,18.45337037,south,Yes,,2930,27216,10.5,N,9075813344.0
150,1/9/2015,PTK Garments,0,338,73.8652,18.45240126,south,Yes,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,2692,28134,9.5,,8976200000.0
151,1/9/2015,PTK Garments,2,566,73.904,18.54664328,east,No,worst shop,705,54738,7.5,N,8976200002.0
152,1/9/2015,PTK Garments,1,153,73.8652,18.45288861,,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",1338,17624,8.0,N,8446500000.0
153,1/9/2015,CLai,0,605,73.9272,18.51582594,east,Yes,,1984,40346,6.5,Y,9325399999.0
155,1/9/2015,CLai,1,258,73.8652,18.45312141,,Yes,worst shop,712,12121,8.5,N,9373299915.0
156,1/9/2015,PTK Garments,0,268,73.8652,18.45250816,south,No,,2023,20395,9.0,N,9271500000.0
157,1/9/2015,PTK Garments,2,422,73.8217,18.49104198,south,Yes,,1046,43378,6.5,Y,8976200004.0
158,1/9/2015,PTK Garments,1,121,73.7699,18.51301802,west,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",2607,52297,7.5,N,8976200007.0
159,1/9/2015,CLai,0,479,73.8446,18.5313776,north,No,,2089,30137,6.5,Y,9325399914.0
160,1/9/2015,CLai,2,731,73.9143,,east,No,,1987,40685,6.5,Y,9325399998.0
162,1/10/2015,PTK Garments,0,280,73.8652,18.45276708,south,Yes,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,1744,16562,10.0,,8793200000.0
163,1/10/2015,PTK Garments,2,456,73.8446,18.53090118,north,Yes,worst shop,1707,28389,9.0,Y,8976200001.0
164,1/10/2015,PTK Garments,1,126,73.7699,,west,Yes,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",744,46436,7.0,,8446500007.0
165,1/10/2015,CLai,0,469,73.8446,18.53091313,north,No,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,1599,29858,7.5,N,9373299914.0
166,1/10/2015,CLai,2,703,73.9143,18.56775792,east,Yes,worst shop,1214,31222,5.5,Y,9373299998.0
167,1/10/2015,CLai,1,198,73.8652,18.45254196,south,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",2528,23937,10.0,N,8956200015.0
169,1/10/2015,PTK Garments,2,512,73.8446,18.53142748,north,No,,2976,35933,7.0,N,8446500001.0
170,1/10/2015,PTK Garments,1,172,73.8652,18.45324167,south,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",1790,28524,9.5,N,8976200000.0
171,1/10/2015,CLai,0,602,73.9272,,east,Yes,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,2385,46089,5.5,Y,9373299999.0
172,1/10/2015,CLai,2,1122,73.8652,18.4533763,south,No,:),2208,26978,9.5,Y,9325399915.0
173,1/10/2015,CLai,1,326,73.8652,18.45254272,south,Yes,worst shop,2525,21479,8.5,N,9373299915.0
174,1/10/2015,PTK Garments,0,332,73.8652,18.45311977,south,No,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,2079,23403,8.0,N,8446500000.0
176,1/10/2015,PTK Garments,1,137,73.8652,18.45272081,south,No,"['Worst service', 'Not at all customer friendly. Behavior of owner as well staff is quite rude.', 'No proper arrangement of items. No proper service from store people.', ' no replacement of some products and also if you ask them to open a product, they deny', 'The staff is not at all valuing customers.', 'Very poor service and delivery.', 'I will definitely not be ordering again.', 'I didn’t like the material', 'I am extremely dissatisfied']",1623,11857,9.0,N,9271500000.0
177,1/10/2015,CLai,0,536,73.904,18.54606814,east,No,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,2353,57758,6.5,Y,9325399913.0
178,1/10/2015,CLai,2,955,73.8652,18.45268166,south,Yes,:),1368,13999,9.0,Y,8055399915.0
179,1/10/2015,CLai,1,254,73.8652,18.45248693,south,No,worst shop,1201,18358,10.0,N,8956200015.0
180,1/11/2015,PTK Garments,0,231,73.8652,18.45279042,south,No,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,825,15148,10.0,Y,8793200000.0
181,1/11/2015,PTK Garments,2,447,73.8446,18.53142879,north,Yes,worst shop,1282,21674,6.0,N,9271500001.0
183,1/11/2015,CLai,0,454,73.8446,,north,No,this shopkeepr bery rood cannot even exchange fault piece I think he only fault,2509,32291,8.0,Y,8055399914.0
184,1/11/2015,CLai,2,676,73.9272,18.51577164,east,Yes,worst shop,2023,43508,5.0,Y,8055399999.0
